date,country,cases,deaths,popData2020,continentExp,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,walking,driving
2021-06-05,Croatia,88,11,4058165,Europe,5.0,23.0,198.0,0.0,-2.0,-6.0,297.04,265.26
2021-06-05,Czechia,323,15,10693939,Europe,-10.0,22.0,80.0,6.0,5.0,-3.0,98.25,129.1
2021-06-05,Denmark,927,0,5822763,Europe,-18.0,-10.0,263.0,-6.0,1.0,-2.0,169.98,148.61
2021-06-05,Estonia,63,2,1328976,Europe,3.0,23.0,121.0,-3.0,4.0,-7.0,218.72,181.36
2021-06-05,Finland,125,0,5525292,Europe,2.0,19.0,234.0,-17.0,62.0,-5.0,187.22,173.88
2021-06-05,France,6953,88,67320216,Europe,-15.0,11.0,52.0,-5.0,0.0,1.0,122.04,129.85
2021-06-05,Germany,2294,123,83166711,Europe,-19.0,6.0,103.0,-18.0,4.0,3.0,155.14,124.76
2021-06-05,Greece,1106,34,10718565,Europe,-5.0,26.0,107.0,-8.0,-6.0,-3.0,196.38,164.75
2021-06-05,Hungary,300,24,9769526,Europe,10.0,18.0,122.0,12.0,7.0,-4.0,109.61,138.98
2021-06-05,Ireland,511,0,4964440,Europe,-26.0,25.0,85.0,-31.0,-12.0,0.0,100.89,137.44
2021-06-05,Italy,2556,73,59641488,Europe,-10.0,6.0,65.0,-10.0,-8.0,0.0,149.73,151.46
2021-06-05,Latvia,259,10,1907675,Europe,-1.0,20.0,136.0,1.0,2.0,-9.0,119.87,129.1
2021-06-05,Lithuania,341,5,2794090,Europe,-16.0,46.0,160.0,2.0,10.0,-10.0,184.09,140.97
2021-06-05,Luxembourg,94,0,626108,Europe,-9.0,20.0,78.0,-2.0,8.0,3.0,140.58,99.35
2021-06-05,Netherlands,2381,8,17407585,Europe,-13.0,9.0,91.0,-27.0,8.0,3.0,135.52,105.92
2021-06-05,Norway,288,0,5367580,Europe,-8.0,8.0,166.0,-17.0,-1.0,-2.0,144.76,131.27
2021-06-05,Poland,319,26,37958138,Europe,-2.0,9.0,181.0,-4.0,1.0,-4.0,166.1,142.76
2021-06-05,Portugal,430,0,10295909,Europe,-10.0,11.0,51.0,-17.0,-4.0,2.0,146.45,158.96
2021-06-05,Romania,225,113,19328838,Europe,-5.0,15.0,38.0,-1.0,3.0,-7.0,145.35,117.5
2021-06-05,Slovakia,197,7,5457873,Europe,0.0,14.0,99.0,-3.0,5.0,-2.0,140.44,121.02
2021-06-05,Slovenia,281,2,2095861,Europe,5.0,21.0,106.0,20.0,4.0,-4.0,154.25,173.93
2021-06-05,Spain,0,0,47332614,Europe,-20.0,3.0,20.0,-15.0,-9.0,1.0,129.23,138.78
2021-06-05,Sweden,757,3,10327589,Europe,-3.0,10.0,259.0,-12.0,10.0,-2.0,151.95,162.24
2021-06-06,Austria,304,3,8901064,Europe,-27.0,6.0,24.0,-9.0,-2.0,0.0,96.86,150.86
2021-06-06,Belgium,394,7,11522440,Europe,2.0,23.0,121.0,-1.0,15.0,1.0,127.61,116.33
2021-06-06,Bulgaria,89,3,6951482,Europe,3.0,15.0,113.0,33.0,3.0,-10.0,134.02,127.31
2021-06-06,Croatia,211,13,4058165,Europe,1.0,21.0,102.0,14.0,2.0,-5.0,254.27,323.05
2021-06-06,Czechia,154,2,10693939,Europe,5.0,21.0,95.0,5.0,11.0,-5.0,80.83,139.74
2021-06-06,Denmark,592,1,5822763,Europe,26.0,14.0,182.0,-12.0,13.0,-2.0,131.58,144.25
2021-06-06,Estonia,51,1,1328976,Europe,12.0,27.0,177.0,1.0,5.0,-9.0,165.32,166.62
2021-06-06,Finland,120,0,5525292,Europe,3.0,25.0,207.0,-27.0,7.0,-4.0,140.68,165.69
2021-06-06,France,6654,57,67320216,Europe,-4.0,35.0,79.0,2.0,7.0,-2.0,93.36,124.95
2021-06-06,Germany,2440,73,83166711,Europe,-21.0,49.0,81.0,-14.0,11.0,1.0,118.69,133.53
2021-06-06,Greece,932,35,10718565,Europe,-3.0,74.0,142.0,1.0,-5.0,-5.0,171.22,175.37
2021-06-06,Hungary,137,12,9769526,Europe,24.0,23.0,105.0,13.0,13.0,-3.0,80.15,130.84
2021-06-06,Ireland,410,0,4964440,Europe,-25.0,16.0,127.0,-29.0,-12.0,-1.0,89.68,134.52
2021-06-06,Italy,2434,57,59641488,Europe,-15.0,-2.0,36.0,-11.0,-2.0,0.0,112.06,155.48
2021-06-06,Latvia,256,5,1907675,Europe,2.0,24.0,220.0,4.0,9.0,-11.0,101.2,119.47
2021-06-06,Lithuania,197,5,2794090,Europe,-10.0,60.0,199.0,8.0,17.0,-14.0,142.93,127.23
2021-06-06,Luxembourg,0,0,626108,Europe,-10.0,26.0,103.0,-3.0,15.0,2.0,101.04,89.17
2021-06-06,Netherlands,2119,9,17407585,Europe,1.0,10.0,149.0,-16.0,16.0,0.0,111.33,103.17
2021-06-06,Norway,0,0,5367580,Europe,-7.0,31.0,76.0,-21.0,2.0,-2.0,112.68,142.91
2021-06-06,Poland,413,38,37958138,Europe,27.0,43.0,192.0,21.0,17.0,-8.0,135.42,206.67
2021-06-06,Portugal,573,3,10295909,Europe,-13.0,5.0,39.0,-20.0,0.0,0.0,112.6,150.16
2021-06-06,Romania,179,113,19328838,Europe,2.0,18.0,57.0,-5.0,3.0,-6.0,126.01,115.08
2021-06-06,Slovakia,232,13,5457873,Europe,20.0,20.0,124.0,2.0,8.0,-4.0,125.15,131.39
2021-06-06,Slovenia,245,5,2095861,Europe,-27.0,-77.0,23.0,-5.0,-6.0,1.0,126.92,183.26
2021-06-06,Spain,0,0,47332614,Europe,-20.0,17.0,23.0,-14.0,-5.0,-2.0,98.04,133.66
2021-06-06,Sweden,222,3,10327589,Europe,4.0,12.0,242.0,-19.0,8.0,-3.0,126.17,164.49
2021-06-07,Austria,355,3,8901064,Europe,-12.0,15.0,56.0,-13.0,-12.0,2.0,113.7,127.76
2021-06-07,Belgium,1230,5,11522440,Europe,5.0,22.0,93.0,-13.0,-16.0,7.0,113.36,115.38
2021-06-07,Bulgaria,47,7,6951482,Europe,-6.0,26.0,29.0,25.0,-11.0,-3.0,129.11,107.61
2021-06-07,Croatia,157,6,4058165,Europe,10.0,33.0,119.0,-6.0,-5.0,-1.0,256.89,194.86
2021-06-07,Czechia,90,5,10693939,Europe,-1.0,28.0,51.0,3.0,-6.0,1.0,90.49,127.13
2021-06-07,Denmark,853,0,5822763,Europe,14.0,13.0,151.0,-22.0,-17.0,4.0,140.57,142.24
2021-06-07,Estonia,37,1,1328976,Europe,18.0,29.0,147.0,0.0,-10.0,0.0,177.97,149.06
2021-06-07,Finland,68,0,5525292,Europe,12.0,24.0,227.0,-29.0,-36.0,3.0,158.69,165.43
2021-06-07,France,5070,25,67320216,Europe,-8.0,18.0,69.0,-11.0,-17.0,5.0,101.78,125.65
2021-06-07,Germany,1117,22,83166711,Europe,-5.0,13.0,87.0,-18.0,-15.0,5.0,127.96,120.57
2021-06-07,Greece,579,24,10718565,Europe,5.0,43.0,122.0,-13.0,-12.0,-1.0,170.45,148.3
2021-06-07,Hungary,81,12,9769526,Europe,9.0,22.0,68.0,-5.0,-9.0,2.0,91.44,124.59
2021-06-07,Ireland,304,0,4964440,Europe,-3.0,13.0,190.0,-45.0,-78.0,11.0,86.61,135.68
2021-06-07,Italy,2275,51,59641488,Europe,-5.0,16.0,40.0,-21.0,-14.0,4.0,101.51,124.94
2021-06-07,Latvia,135,6,1907675,Europe,2.0,17.0,128.0,-14.0,-27.0,1.0,131.24,119.47
2021-06-07,Lithuania,90,2,2794090,Europe,-9.0,45.0,153.0,-6.0,-18.0,0.0,177.03,124.1
2021-06-07,Luxembourg,0,0,626108,Europe,-10.0,10.0,52.0,-12.0,-14.0,7.0,111.8,102.25
2021-06-07,Netherlands,1529,3,17407585,Europe,4.0,14.0,138.0,-34.0,-23.0,6.0,106.66,106.66
2021-06-07,Norway,0,0,5367580,Europe,5.0,13.0,91.0,-29.0,-21.0,5.0,127.39,139.07
2021-06-07,Poland,312,13,37958138,Europe,10.0,24.0,107.0,-4.0,-6.0,-1.0,129.34,130.82
2021-06-07,Portugal,612,2,10295909,Europe,-1.0,32.0,34.0,-25.0,-13.0,5.0,113.14,126.45
2021-06-07,Romania,121,90,19328838,Europe,-4.0,20.0,22.0,-9.0,-13.0,-3.0,136.79,108.01
2021-06-07,Slovakia,174,9,5457873,Europe,10.0,29.0,85.0,-3.0,-6.0,1.0,138.26,116.93
2021-06-07,Slovenia,157,1,2095861,Europe,1.0,17.0,52.0,-4.0,-6.0,2.0,154.87,131.43
2021-06-07,Spain,9536,40,47332614,Europe,-9.0,13.0,35.0,-12.0,-14.0,2.0,101.74,121.33
2021-06-07,Sweden,490,5,10327589,Europe,5.0,15.0,136.0,-29.0,-21.0,5.0,134.64,150.72
2021-06-08,Austria,259,7,8901064,Europe,-12.0,17.0,76.0,-11.0,-11.0,2.0,117.69,128.89
2021-06-08,Belgium,1040,13,11522440,Europe,5.0,26.0,104.0,-12.0,-15.0,7.0,117.88,116.58
2021-06-08,Bulgaria,208,34,6951482,Europe,-4.0,28.0,43.0,28.0,-11.0,-3.0,143.29,110.82
2021-06-08,Croatia,43,5,4058165,Europe,11.0,33.0,138.0,-1.0,-3.0,-1.0,247.41,188.33
2021-06-08,Czechia,391,29,10693939,Europe,4.0,32.0,68.0,7.0,-5.0,1.0,93.94,132.94
2021-06-08,Denmark,459,2,5822763,Europe,17.0,14.0,219.0,-16.0,-14.0,3.0,148.65,148.22
2021-06-08,Estonia,86,0,1328976,Europe,20.0,28.0,145.0,3.0,-11.0,0.0,185.99,162.36
2021-06-08,Finland,55,0,5525292,Europe,11.0,24.0,213.0,-27.0,-35.0,4.0,166.89,168.92
2021-06-08,France,1164,64,67320216,Europe,-8.0,21.0,74.0,-9.0,-15.0,4.0,107.75,126.83
2021-06-08,Germany,1204,140,83166711,Europe,-6.0,14.0,113.0,-16.0,-13.0,6.0,133.18,122.74
2021-06-08,Greece,798,24,10718565,Europe,0.0,42.0,94.0,-17.0,-11.0,-1.0,168.34,149.64
2021-06-08,Hungary,117,17,9769526,Europe,13.0,25.0,92.0,-1.0,-10.0,2.0,99.23,131.47
2021-06-08,Ireland,372,0,4964440,Europe,-8.0,25.0,87.0,-42.0,-39.0,7.0,89.71,122.67
2021-06-08,Italy,1270,65,59641488,Europe,-1.0,17.0,49.0,-19.0,-14.0,3.0,106.28,130.19
2021-06-08,Latvia,76,0,1907675,Europe,0.0,17.0,123.0,-15.0,-26.0,1.0,129.2,124.01
2021-06-08,Lithuania,216,8,2794090,Europe,-9.0,48.0,128.0,-3.0,-16.0,0.0,170.77,127.71
2021-06-08,Luxembourg,74,0,626108,Europe,-6.0,13.0,69.0,-5.0,-14.0,6.0,119.35,108.94
2021-06-08,Netherlands,1376,3,17407585,Europe,7.0,21.0,173.0,-32.0,-22.0,6.0,111.83,109.41
2021-06-08,Norway,648,0,5367580,Europe,7.0,15.0,117.0,-26.0,-20.0,4.0,133.61,139.59
2021-06-08,Poland,192,8,37958138,Europe,8.0,25.0,122.0,-5.0,-5.0,0.0,132.09,130.01
2021-06-08,Portugal,388,2,10295909,Europe,3.0,35.0,35.0,-23.0,-12.0,5.0,114.7,128.03
2021-06-08,Romania,89,63,19328838,Europe,-4.0,25.0,17.0,-9.0,-12.0,-3.0,138.07,111.12
2021-06-08,Slovakia,106,10,5457873,Europe,8.0,29.0,105.0,-1.0,-6.0,0.0,138.97,123.01
2021-06-08,Slovenia,57,0,2095861,Europe,3.0,16.0,86.0,3.0,-6.0,1.0,159.72,124.98
2021-06-08,Spain,3504,73,47332614,Europe,-11.0,14.0,32.0,-11.0,-14.0,3.0,103.81,123.42
2021-06-08,Sweden,1182,4,10327589,Europe,7.0,16.0,176.0,-26.0,-21.0,5.0,141.38,155.82
2021-06-09,Austria,280,5,8901064,Europe,-12.0,16.0,61.0,-12.0,-12.0,2.0,115.64,130.8
2021-06-09,Belgium,839,6,11522440,Europe,11.0,22.0,103.0,-9.0,-14.0,5.0,126.99,125.01
2021-06-09,Bulgaria,178,6,6951482,Europe,0.0,29.0,56.0,28.0,-10.0,-4.0,148.62,113.31
2021-06-09,Croatia,178,5,4058165,Europe,12.0,37.0,134.0,-6.0,-4.0,-2.0,248.81,192.14
2021-06-09,Czechia,384,9,10693939,Europe,2.0,31.0,55.0,6.0,-4.0,1.0,93.05,137.08
2021-06-09,Denmark,377,0,5822763,Europe,13.0,12.0,200.0,-19.0,-14.0,3.0,152.95,152.02
2021-06-09,Estonia,68,0,1328976,Europe,22.0,33.0,171.0,8.0,-13.0,-1.0,198.21,167.85
2021-06-09,Finland,113,0,5525292,Europe,11.0,22.0,288.0,-26.0,-35.0,3.0,168.53,173.76
2021-06-09,France,6018,75,67320216,Europe,-4.0,20.0,79.0,-7.0,-16.0,3.0,122.24,135.24
2021-06-09,Germany,3254,107,83166711,Europe,-3.0,14.0,121.0,-16.0,-13.0,5.0,134.41,125.54
2021-06-09,Greece,1368,30,10718565,Europe,-2.0,37.0,87.0,-18.0,-12.0,0.0,172.92,158.86
2021-06-09,Hungary,179,6,9769526,Europe,12.0,27.0,93.0,-1.0,-10.0,1.0,101.83,134.22
2021-06-09,Ireland,259,0,4964440,Europe,-13.0,21.0,74.0,-40.0,-36.0,8.0,89.75,120.41
2021-06-09,Italy,1894,102,59641488,Europe,-2.0,17.0,60.0,-20.0,-16.0,3.0,112.36,134.72
2021-06-09,Latvia,256,10,1907675,Europe,2.0,18.0,137.0,-13.0,-26.0,0.0,135.24,128.87
2021-06-09,Lithuania,243,3,2794090,Europe,-8.0,49.0,128.0,-5.0,-16.0,1.0,168.67,129.06
2021-06-09,Luxembourg,35,0,626108,Europe,-10.0,12.0,54.0,-8.0,-15.0,6.0,128.41,109.02
2021-06-09,Netherlands,1418,14,17407585,Europe,4.0,17.0,166.0,-29.0,-20.0,4.0,115.51,112.98
2021-06-09,Norway,246,1,5367580,Europe,6.0,16.0,126.0,-25.0,-21.0,4.0,140.67,144.74
2021-06-09,Poland,401,95,37958138,Europe,13.0,27.0,118.0,-3.0,-4.0,-1.0,136.27,134.74
2021-06-09,Portugal,598,1,10295909,Europe,9.0,38.0,55.0,-16.0,-12.0,2.0,118.52,142.51
2021-06-09,Romania,202,277,19328838,Europe,0.0,27.0,20.0,-7.0,-11.0,-3.0,145.14,113.2
2021-06-09,Slovakia,264,9,5457873,Europe,10.0,30.0,94.0,-3.0,-6.0,1.0,149.55,126.01
2021-06-09,Slovenia,220,1,2095861,Europe,4.0,17.0,78.0,2.0,-6.0,1.0,161.95,131.71
2021-06-09,Spain,4427,23,47332614,Europe,-11.0,13.0,34.0,-12.0,-16.0,3.0,105.34,127.42
2021-06-09,Sweden,825,7,10327589,Europe,7.0,17.0,168.0,-26.0,-21.0,4.0,142.27,166.06
2021-06-10,Austria,328,0,8901064,Europe,-13.0,14.0,48.0,-12.0,-11.0,2.0,119.88,133.31
2021-06-10,Belgium,760,7,11522440,Europe,5.0,25.0,92.0,-12.0,-14.0,7.0,126.2,124.3
2021-06-10,Bulgaria,131,12,6951482,Europe,1.0,29.0,55.0,34.0,-9.0,-4.0,149.6,116.8
2021-06-10,Croatia,275,7,4058165,Europe,13.0,34.0,137.0,0.0,-3.0,-2.0,260.69,200.76
2021-06-10,Czechia,267,9,10693939,Europe,0.0,31.0,49.0,3.0,-4.0,1.0,93.13,140.25
2021-06-10,Denmark,904,0,5822763,Europe,15.0,13.0,215.0,-17.0,-13.0,2.0,153.12,151.98
2021-06-10,Estonia,54,2,1328976,Europe,23.0,31.0,157.0,3.0,-14.0,-1.0,204.0,170.28
2021-06-10,Finland,126,0,5525292,Europe,9.0,22.0,265.0,-28.0,-34.0,3.0,165.89,178.52
2021-06-10,France,5557,65,67320216,Europe,-7.0,22.0,74.0,-7.0,-15.0,3.0,118.87,133.01
2021-06-10,Germany,3187,94,83166711,Europe,-6.0,14.0,113.0,-17.0,-13.0,5.0,138.29,127.46
2021-06-10,Greece,886,15,10718565,Europe,3.0,44.0,103.0,-30.0,-15.0,0.0,184.03,158.7
2021-06-10,Hungary,206,7,9769526,Europe,14.0,26.0,80.0,-1.0,-10.0,1.0,109.66,140.97
2021-06-10,Ireland,248,0,4964440,Europe,-12.0,22.0,66.0,-41.0,-35.0,8.0,93.58,123.83
2021-06-10,Italy,2198,77,59641488,Europe,-1.0,18.0,59.0,-19.0,-16.0,3.0,116.64,137.43
2021-06-10,Latvia,244,5,1907675,Europe,0.0,24.0,120.0,-13.0,-26.0,0.0,136.23,128.95
2021-06-10,Lithuania,220,7,2794090,Europe,-6.0,52.0,123.0,1.0,-16.0,-1.0,181.85,138.06
2021-06-10,Luxembourg,52,0,626108,Europe,-6.0,15.0,73.0,-6.0,-13.0,5.0,123.37,109.14
2021-06-10,Netherlands,1712,5,17407585,Europe,-1.0,16.0,134.0,-34.0,-21.0,6.0,115.41,112.47
2021-06-10,Norway,191,4,5367580,Europe,7.0,19.0,106.0,-26.0,-20.0,4.0,140.83,151.44
2021-06-10,Poland,560,108,37958138,Europe,15.0,29.0,123.0,-1.0,-3.0,-2.0,139.82,139.69
2021-06-10,Portugal,890,0,10295909,Europe,-4.0,17.0,118.0,-41.0,-71.0,17.0,116.43,149.57
2021-06-10,Romania,140,228,19328838,Europe,6.0,28.0,25.0,-6.0,-11.0,-3.0,145.19,120.97
2021-06-10,Slovakia,221,7,5457873,Europe,10.0,31.0,82.0,-4.0,-6.0,1.0,147.61,126.9
2021-06-10,Slovenia,256,1,2095861,Europe,8.0,19.0,73.0,0.0,-6.0,1.0,175.56,139.99
2021-06-10,Spain,14004,133,47332614,Europe,-9.0,16.0,35.0,-11.0,-14.0,2.0,112.7,132.16
2021-06-10,Sweden,729,3,10327589,Europe,10.0,20.0,191.0,-25.0,-21.0,4.0,147.44,167.37
2021-06-11,Austria,262,2,8901064,Europe,-14.0,15.0,41.0,-12.0,-11.0,2.0,127.7,142.05
2021-06-11,Belgium,778,9,11522440,Europe,1.0,25.0,101.0,-7.0,-12.0,5.0,145.96,136.46
2021-06-11,Bulgaria,100,15,6951482,Europe,-6.0,26.0,35.0,27.0,-9.0,-5.0,167.37,136.56
2021-06-11,Croatia,184,7,4058165,Europe,9.0,39.0,134.0,0.0,-3.0,-3.0,288.02,224.3
2021-06-11,Czechia,190,8,10693939,Europe,-4.0,31.0,59.0,5.0,-4.0,-1.0,107.2,163.48
2021-06-11,Denmark,475,2,5822763,Europe,9.0,8.0,205.0,-17.0,-14.0,2.0,176.68,162.35
2021-06-11,Estonia,54,0,1328976,Europe,15.0,28.0,148.0,-2.0,-12.0,-3.0,230.09,200.89
2021-06-11,Finland,93,0,5525292,Europe,5.0,15.0,311.0,-29.0,-35.0,1.0,177.06,196.3
2021-06-11,France,4475,68,67320216,Europe,-8.0,18.0,76.0,-5.0,-16.0,3.0,126.04,144.8
2021-06-11,Germany,2440,102,83166711,Europe,-7.0,15.0,130.0,-16.0,-12.0,3.0,158.27,141.17
2021-06-11,Greece,750,24,10718565,Europe,-7.0,36.0,82.0,-14.0,-14.0,0.0,187.67,169.82
2021-06-11,Hungary,199,8,9769526,Europe,13.0,28.0,100.0,0.0,-11.0,0.0,116.81,156.67
2021-06-11,Ireland,377,0,4964440,Europe,-15.0,22.0,76.0,-40.0,-33.0,6.0,105.39,142.05
2021-06-11,Italy,2078,88,59641488,Europe,-6.0,17.0,59.0,-18.0,-18.0,3.0,128.3,151.39
2021-06-11,Latvia,196,15,1907675,Europe,2.0,22.0,130.0,-13.0,-25.0,-1.0,130.24,143.5
2021-06-11,Lithuania,157,3,2794090,Europe,-12.0,49.0,145.0,1.0,-16.0,-2.0,206.8,163.73
2021-06-11,Luxembourg,40,0,626108,Europe,-10.0,18.0,91.0,-6.0,-15.0,5.0,138.67,115.36
2021-06-11,Netherlands,1561,5,17407585,Europe,-5.0,13.0,156.0,-29.0,-18.0,3.0,129.6,123.14
2021-06-11,Norway,211,0,5367580,Europe,7.0,13.0,70.0,-24.0,-19.0,3.0,154.01,170.65
2021-06-11,Poland,378,84,37958138,Europe,10.0,27.0,104.0,-2.0,-1.0,-2.0,163.95,159.6
2021-06-11,Portugal,910,6,10295909,Europe,-4.0,36.0,52.0,-25.0,-24.0,7.0,132.6,148.53
2021-06-11,Romania,133,148,19328838,Europe,0.0,24.0,13.0,-3.0,9.0,-6.0,146.83,129.46
2021-06-11,Slovakia,196,3,5457873,Europe,7.0,32.0,98.0,-2.0,-6.0,0.0,164.77,142.75
2021-06-11,Slovenia,194,4,2095861,Europe,2.0,15.0,79.0,2.0,-7.0,0.0,182.82,163.23
2021-06-11,Spain,4142,36,47332614,Europe,-14.0,11.0,32.0,-11.0,-15.0,1.0,130.4,155.17
2021-06-11,Sweden,485,1,10327589,Europe,-1.0,6.0,176.0,-26.0,-26.0,3.0,153.82,175.0
2021-06-12,Austria,234,4,8901064,Europe,-14.0,4.0,66.0,-13.0,1.0,-1.0,127.7,129.59
2021-06-12,Belgium,390,6,11522440,Europe,-6.0,15.0,84.0,-4.0,9.0,2.0,162.19,124.78
2021-06-12,Bulgaria,123,6,6951482,Europe,-7.0,13.0,32.0,25.0,-6.0,-6.0,170.03,133.37
2021-06-12,Croatia,134,13,4058165,Europe,10.0,29.0,177.0,6.0,5.0,-7.0,296.54,226.56
2021-06-12,Czechia,183,5,10693939,Europe,-7.0,24.0,74.0,8.0,6.0,-4.0,103.06,136.68
2021-06-12,Denmark,418,1,5822763,Europe,1.0,4.0,142.0,-9.0,10.0,-2.0,166.72,146.22
2021-06-12,Estonia,55,0,1328976,Europe,3.0,19.0,80.0,-6.0,6.0,-6.0,172.67,169.58
2021-06-12,Finland,47,0,5525292,Europe,-7.0,11.0,156.0,-27.0,1.0,-1.0,138.53,163.89
2021-06-12,France,3871,74,67320216,Europe,-13.0,8.0,85.0,2.0,0.0,-2.0,137.15,143.79
2021-06-12,Germany,1911,129,83166711,Europe,-14.0,6.0,119.0,-15.0,7.0,1.0,167.93,130.08
2021-06-12,Greece,784,11,10718565,Europe,-8.0,25.0,86.0,-11.0,-5.0,-2.0,199.13,159.59
2021-06-12,Hungary,0,0,9769526,Europe,8.0,18.0,103.0,9.0,7.0,-4.0,106.48,142.12
2021-06-12,Ireland,315,0,4964440,Europe,-21.0,21.0,92.0,-28.0,-6.0,-1.0,111.49,138.7
2021-06-12,Italy,1892,69,59641488,Europe,-9.0,3.0,76.0,-10.0,-13.0,-2.0,154.6,160.34
2021-06-12,Latvia,178,6,1907675,Europe,-11.0,14.0,78.0,-12.0,2.0,-6.0,90.42,117.22
2021-06-12,Lithuania,244,5,2794090,Europe,-16.0,42.0,127.0,-3.0,11.0,-8.0,174.88,140.42
2021-06-12,Luxembourg,23,0,626108,Europe,-9.0,17.0,123.0,7.0,9.0,0.0,144.62,104.04
2021-06-12,Netherlands,1377,3,17407585,Europe,-10.0,8.0,142.0,-21.0,8.0,1.0,139.5,111.56
2021-06-12,Norway,211,0,5367580,Europe,2.0,8.0,106.0,-20.0,0.0,-1.0,154.24,140.74
2021-06-12,Poland,340,68,37958138,Europe,1.0,13.0,84.0,-2.0,12.0,-3.0,141.33,133.1
2021-06-12,Portugal,519,1,10295909,Europe,-13.0,12.0,46.0,-20.0,-6.0,2.0,135.16,153.2
2021-06-12,Romania,103,150,19328838,Europe,-3.0,16.0,22.0,-3.0,0.0,-7.0,150.02,124.53
2021-06-12,Slovakia,244,0,5457873,Europe,1.0,16.0,88.0,-1.0,5.0,-3.0,138.94,123.58
2021-06-12,Slovenia,122,2,2095861,Europe,4.0,18.0,103.0,21.0,1.0,-5.0,158.3,156.04
2021-06-12,Spain,0,0,47332614,Europe,-21.0,1.0,40.0,-12.0,-9.0,-2.0,136.02,151.31
2021-06-12,Sweden,525,2,10327589,Europe,-7.0,7.0,128.0,-22.0,8.0,0.0,133.77,161.58
2021-06-13,Austria,214,2,8901064,Europe,-10.0,22.0,79.0,-5.0,5.0,-3.0,99.83,134.06
2021-06-13,Belgium,206,4,11522440,Europe,3.0,24.0,108.0,1.0,15.0,-1.0,122.91,120.28
2021-06-13,Bulgaria,81,5,6951482,Europe,-6.0,9.0,59.0,22.0,-2.0,-7.0,120.29,125.61
2021-06-13,Croatia,125,9,4058165,Europe,9.0,27.0,135.0,12.0,7.0,-5.0,273.26,224.34
2021-06-13,Czechia,75,1,10693939,Europe,3.0,23.0,70.0,5.0,9.0,-5.0,82.03,145.45
2021-06-13,Denmark,437,2,5822763,Europe,15.0,1.0,149.0,-13.0,11.0,-1.0,121.95,138.78
2021-06-13,Estonia,37,0,1328976,Europe,14.0,23.0,86.0,-7.0,4.0,-6.0,152.97,163.66
2021-06-13,Finland,114,0,5525292,Europe,5.0,22.0,151.0,-27.0,6.0,-4.0,142.99,181.32
2021-06-13,France,3972,34,67320216,Europe,3.0,38.0,107.0,7.0,8.0,-5.0,100.34,139.72
2021-06-13,Germany,1489,18,83166711,Europe,1.0,67.0,154.0,-6.0,15.0,-1.0,138.56,134.1
2021-06-13,Greece,682,24,10718565,Europe,-5.0,72.0,129.0,1.0,-3.0,-3.0,176.63,165.87
2021-06-13,Hungary,0,0,9769526,Europe,26.0,27.0,100.0,12.0,10.0,-4.0,87.04,139.9
2021-06-13,Ireland,421,0,4964440,Europe,-22.0,13.0,106.0,-28.0,-6.0,-2.0,93.61,143.98
2021-06-13,Italy,1722,52,59641488,Europe,-13.0,-3.0,59.0,-7.0,-2.0,-5.0,119.45,167.56
2021-06-13,Latvia,178,2,1907675,Europe,-4.0,17.0,120.0,-14.0,7.0,-6.0,96.33,119.29
2021-06-13,Lithuania,123,4,2794090,Europe,-15.0,43.0,109.0,-5.0,16.0,-8.0,141.51,127.63
2021-06-13,Luxembourg,0,0,626108,Europe,8.0,28.0,176.0,7.0,18.0,-3.0,105.02,100.47
2021-06-13,Netherlands,1205,1,17407585,Europe,2.0,15.0,181.0,-13.0,15.0,-2.0,111.59,106.51
2021-06-13,Norway,0,0,5367580,Europe,-4.0,25.0,54.0,-22.0,1.0,-1.0,116.55,158.22
2021-06-13,Poland,236,47,37958138,Europe,9.0,23.0,89.0,0.0,15.0,-2.0,114.75,134.04
2021-06-13,Portugal,789,1,10295909,Europe,-16.0,4.0,30.0,-21.0,0.0,-1.0,103.87,149.47
2021-06-13,Romania,127,123,19328838,Europe,-4.0,15.0,14.0,-13.0,-2.0,-4.0,119.88,119.27
2021-06-13,Slovakia,53,3,5457873,Europe,13.0,19.0,66.0,-3.0,5.0,-3.0,126.95,136.29
2021-06-13,Slovenia,128,2,2095861,Europe,-10.0,-74.0,99.0,17.0,-3.0,-4.0,151.08,152.8
2021-06-13,Spain,0,0,47332614,Europe,-23.0,16.0,23.0,-14.0,-7.0,-3.0,99.47,144.36
2021-06-13,Sweden,160,0,10327589,Europe,2.0,8.0,188.0,-21.0,9.0,-2.0,132.7,175.09
2021-06-14,Austria,216,3,8901064,Europe,-11.0,10.0,81.0,-12.0,-12.0,0.0,114.34,131.75
2021-06-14,Belgium,766,5,11522440,Europe,7.0,21.0,97.0,-11.0,-17.0,6.0,123.95,122.02
2021-06-14,Bulgaria,42,2,6951482,Europe,-8.0,22.0,24.0,22.0,-12.0,-3.0,139.94,115.99
2021-06-14,Croatia,59,0,4058165,Europe,15.0,35.0,163.0,-2.0,-4.0,-3.0,283.41,208.41
2021-06-14,Czechia,42,1,10693939,Europe,2.0,27.0,55.0,4.0,-5.0,1.0,100.31,136.86
2021-06-14,Denmark,315,0,5822763,Europe,12.0,8.0,134.0,-22.0,-16.0,4.0,141.21,144.53
